  137.683955     4.386599 1
  137.704390    -8.274421 1
  137.724824     8.049571 1
  137.745259     2.685978 1
  137.765693    -0.316957 1
  137.786128     0.250407 1
  137.806562     4.945839 1
  137.826997     0.801509 1
  137.847431    -2.965045 1
  137.867866     1.819090 1
  137.888300     4.238513 1
  137.908735    -1.962264 1
  137.929169     0.575844 1
  137.949604    -0.197196 1
  137.970038    -4.655050 1
  137.990473     5.873288 1
  138.010907    -0.942438 1
  138.031342     6.157490 1
  138.051776    -2.270139 1
  138.072211     3.291528 1
  138.092646     2.709551 1
  138.113080    -7.144491 1
  138.133515    -0.783611 1
  138.153949    -1.126870 1
  138.174384     2.580208 1
  138.194818     3.840752 1
  138.215253    -2.920220 1
  138.235687     1.978832 1
  138.256122     1.035630 1
  138.276556     1.282996 1
  138.296991    -1.262562 1
  138.317425    -3.456254 1
  138.337860     0.714664 1
  138.358294    -3.981452 1
  138.378729     1.866913 1
  138.399163     0.653837 1
  138.419598    -0.252374 1
  138.440033    -0.763077 1
  138.460467    -1.080110 1
  138.480901    -0.902086 1
  138.501336    -5.655338 1
  138.521771     0.404545 1
  138.542205    -0.740208 1
  138.562640     7.222132 1
  138.583074    -1.150424 1
  138.603509     4.954532 1
  138.623943     0.558684 1
  138.644378    -0.141404 1
  138.664812     1.055491 1
  138.685247    -3.213479 1
  138.705681    -6.950573 1
  138.726116     2.336094 1
  138.746550    -6.210890 1
  138.766985    -0.442649 1
  138.787419     5.837011 1
  138.807854    -8.526290 1
  138.828288     4.668941 1
  138.848723    -7.974652 1
  138.869158    -1.041698 1
  138.889592     1.590024 1
  138.910026     3.440335 1
  138.930461    -2.334025 1
  138.950896     0.830962 1
  138.971330     3.659121 1
  138.991764    -1.866999 1
  139.012199     1.336216 1
  139.032634    -0.630507 1
  139.053068    -5.188328 1
  139.073503    -0.883171 1
  139.093937     1.214099 1
  139.114372    -4.896987 1
  139.134806     3.993112 1
  139.155241     0.175865 1
  139.175675     4.521996 1
  139.196110    -4.073781 1
  139.216544     6.533317 1
  139.236979    -3.464366 1
  139.257413     7.915998 1
  139.277848    -1.837552 1
  139.298282    -0.948441 1
  139.318717     4.323750 1
  139.339151    -5.924807 1
  139.359586    -0.193013 1
  139.380020    -3.202801 1
  139.400455    -0.334848 1
  139.420889     1.198011 1
  139.441324     1.405321 1
  139.461759    -2.785430 1
  139.482193    -0.603401 1
  139.502627     1.099963 1
  139.523062    -1.128335 1
  139.543497    -2.310632 1
  139.563931     0.346014 1
  139.584366     0.415649 1
  139.604800     6.803514 1
  139.625235     3.188331 1
  139.645669    -3.473446 1
  139.666104     1.869814 1
  139.686538    -0.387057 1
  139.706973     7.505054 1
  139.727407    -4.707127 1
  139.747842    -1.680837 1
  139.768276     2.823757 1
  139.788711    -1.295953 1
  139.809145    -1.246694 1
  139.829580    -0.440552 1
  139.850014     1.579328 1
  139.870449    -3.072218 1
  139.890883     1.301494 1
  139.931752     4.441221 1
  139.952187    -2.585943 1
  139.972621     2.993338 1
  139.993056    -3.801980 1
  140.013490     1.115894 1
  140.033925    -4.157477 1
  140.054359    -4.532281 1
  140.074794     1.394778 1
  140.095228    -5.989657 1
  140.115663    -1.400424 1
  140.136097    -3.992658 1
  140.156532    -1.195376 1
  140.176966     1.717826 1
  140.197401     5.837945 1
  140.217835    -9.119335 1
  140.238270     8.591852 1
  140.258704    -2.375111 1
  140.279139    -2.065281 1
  140.299574     0.170157 1
  140.320008     0.118599 1
  140.340442    -0.048875 1
  140.381312    -5.889249 1
  140.401746    -2.772826 1
  140.422180     5.722199 1
  140.442615     0.972553 1
  140.463050    -1.790129 1
  140.483484     2.673655 1
  140.503919    -0.639996 1
  140.524353    -4.289137 1
  140.544788     4.554963 1
  140.565222    -2.757208 1
  140.585657     7.160140 1
  140.606091    -4.053718 1
  140.626526    -3.101633 1
  140.646960    -4.238810 1
  140.667395     3.615162 1
  140.687829    -7.818293 1
  140.708264     1.698065 1
  140.728698    -0.577872 1
  140.749133    -6.184078 1
  140.769567     4.460069 1
  140.790002    -9.819559 1
  140.810436     2.496520 1
  140.830871     0.857409 1
  140.851305     3.740461 1
  140.871740     0.069355 1
  140.892174    -0.135124 1
  140.912609     5.737227 1
  140.933043     2.499767 1
  140.953478    -2.664671 1
  140.973912     0.871564 1
  140.994347     2.756297 1
  141.014781    -0.291636 1
  141.035216    -0.846655 1
  141.055650    -1.108479 1
  141.076085     2.045866 1
  141.096519    -2.278564 1
  141.116954     5.792058 1
  141.137388    -5.153361 1
  141.157823     0.042473 1
  141.178257     7.150268 1
  141.198692    -6.768136 1
  141.219126     6.976979 1
  141.239561     3.341181 1
  141.259995    -1.317433 1
  141.280430    -2.152119 1
  141.300864     3.309588 1
  141.321299    -1.043572 1
  141.341733     2.266133 1
  141.362168     4.688032 1
  141.382602     1.581310 1
  141.403037     0.186076 1
  141.423471    -1.327812 1
  141.443906    -1.869358 1
  141.464340     1.576671 1
  141.484775     1.738799 1
  141.505209    -0.961577 1
  141.525644     2.402603 1
  141.546078    -3.808063 1
  141.566513     4.715141 1
  141.586947    -3.614799 1
  141.607382     1.463575 1
  141.627816    -5.838119 1
  141.648251     9.441036 1
  141.668685    -2.783786 1
  141.689120    -0.897967 1
  141.709554     4.172185 1
  141.729989    -5.933404 1
  141.750423     1.791938 1
  141.770858     3.215416 1
  141.791292    -1.990268 1
  141.811727     0.629197 1
  141.832161     0.024766 1
  141.852596    -4.054491 1
  141.873030    -2.493314 1
  141.893465     0.147939 1
  141.913899    -0.489255 1
  141.934334    -1.527396 1
  141.954768    -0.954965 1
  141.975203    -1.924934 1
  141.995637     2.969183 1
  142.016072     3.527954 1
  142.036506    -7.477824 1
  142.056941     2.954430 1
  142.077375    -1.741324 1
  142.097810     1.795829 1
  142.118244     0.483505 1
  142.138679     2.063672 1
  142.159113     2.033251 1
  142.179548    -0.741028 1
  142.199982    -0.120960 1
  142.220417     3.451605 1
  142.240851    -1.785617 1
  142.261286     8.647923 1
  142.281720    -2.738433 1
  142.302155     1.364597 1
  142.322589    -2.432543 1
  142.343024     1.304988 1
  142.363458     0.869458 1
  142.383893    -3.237275 1
  142.404327     5.396072 1
  142.424762    -7.505445 1
  142.445196    -0.234475 1
  142.465631    -3.794350 1
  142.486065    -0.257307 1
  142.506500     0.347689 1
  142.526934     1.165426 1
  142.547369     4.181514 1
  142.567803    -3.225488 1
  142.588238     2.323064 1
  142.608672    -1.950067 1
  142.629107     2.266098 1
  142.649541    -3.849461 1
  142.669976    -4.475962 1
  142.690410     9.335476 1
  142.710845     0.394217 1
  142.731279     0.187723 1
  142.751713     6.787659 1
  142.772148    -8.919161 1
  142.792583    -1.645560 1
  142.813017     7.117236 1
  142.833451    -3.153744 1
  142.853886     3.454310 1
  142.874321    -4.571979 1
  142.894755     0.353183 1
  142.915189     0.689333 1
  142.935624     7.381871 1
  142.956058    -6.980438 1
  142.976493     1.711309 1
  142.996927     2.366498 1
  143.017362    -1.032743 1
  143.037796    -3.369649 1
  143.058231     1.290787 1
  143.078665    -4.645085 1
  143.099100     0.219865 1
  143.119534     1.285400 1
  143.139969    -0.222474 1
  143.160403     5.230170 1
  143.180838    -3.320127 1
  143.201272    -1.975134 1
  143.221707    -3.487212 1
  143.242141     3.064492 1
  143.262576     0.323621 1
  143.283010     2.426732 1
  143.303445    -1.792501 1
  143.323879     1.217433 1
  143.364748    -7.033009 1
  143.385183     4.610677 1
  143.405617    -6.861118 1
  143.426052     5.475274 1
  143.446486    -2.607696 1
  143.466921     0.738826 1
  143.487355     1.536471 1
  143.507790     4.363324 1
  143.528224    -4.212119 1
  143.548659     1.841268 1
  143.569093     2.563737 1
  143.589528    -2.991145 1
  143.609962     0.465542 1
  143.630396    -0.856373 1
  143.650831    -1.083250 1
  143.671266    -3.904013 1
  143.691700     4.633792 1
  143.712134    -3.657042 1
  143.732569     0.327125 1
  143.753003     6.307762 1
  143.773438     7.385690 1
  143.793872    -2.627755 1
  143.814307    -2.540010 1
  143.834741    -3.904705 1
  143.855176     4.034000 1
  143.875610    -5.481897 1
  143.896045     1.207507 1
  143.916479     3.907906 1
  143.936914    -3.473905 1
  143.957348     0.778316 1
  143.977783     6.144655 1
  143.998217     4.731767 1
  144.018652    -1.414734 1
  144.039086     5.510179 1
  144.059521    -1.640162 1
  144.079955    -1.442719 1
  144.100390     8.348590 1
  144.120824    -5.073799 1
  144.141258    -6.202112 1
  144.161693     1.840680 1
  144.182128    -3.205802 1
  144.202562    -1.193618 1
  144.222996    10.625172 1
  144.243431    -2.764898 1
  144.263865     5.990784 1
  144.284300    -1.486240 1
  144.304734     1.945244 1
  144.325169     2.960101 1
  144.345603     2.103829 1
  144.366038    -7.405468 1
  144.386472     0.984285 1
  144.406907     0.551823 1
  144.427341     0.934636 1
  144.447776     2.536399 1
  144.468210    -2.253933 1
  144.488645     0.491552 1
  144.509079    -1.964500 1
  144.529514    -1.642821 1
  144.549948    -2.562358 1
  144.570383    -1.632863 1
  144.590817     2.407132 1
  144.611252     1.935674 1
  144.631686     2.469106 1
  144.652120     0.491708 1
  144.672555    -4.647023 1
  144.692990     3.480569 1
  144.713424    -2.262632 1
  144.733858     4.297696 1
  144.754293     0.774357 1
  144.774727    -3.346449 1
  144.795162     0.776430 1
  144.815596    -8.683706 1
  144.836031     3.786377 1
  144.856465    -5.168065 1
  144.876900     0.682168 1
  144.897334     5.520389 1
  144.917769    -0.912832 1
  144.938203     0.637197 1
  144.958638    -6.955405 1
  144.979072     1.444519 1
  144.999506     0.240878 1
  145.019941     2.558343 1
  145.040375    -3.912226 1
  145.060810    -0.030690 1
  145.081244     7.388333 1
  145.101679    -1.552161 1
  145.122113    -6.097362 1
  145.142548     2.382499 1
  145.162982    -7.499113 1
  145.183417     4.437763 1
  145.203851     0.480187 1
  145.224286    -2.633255 1
  145.244720     1.016088 1
  145.265155     5.502757 1
  145.285589    -5.880457 1
  145.306024    -6.672843 1
  145.326458     3.293345 1
  145.346892    -8.543979 1
  145.367327    -1.085687 1
  145.387761     2.645518 1
  145.408196    -0.424236 1
  145.428630     4.419846 1
  145.449065    -2.310120 1
  145.469499    -3.752810 1
  145.489934     0.952304 1
  145.510368    -3.302318 1
  145.530803     0.745591 1
  145.551237     3.724392 1
  145.571672     4.483092 1
  145.592106    -1.973691 1
  145.612541    -1.548945 1
  145.632975     4.111302 1
  145.653410    -6.144600 1
  145.673844     7.995598 1
  145.694278   -10.671662 1
  145.714713    -3.262680 1
  145.735147     6.198854 1
  145.755582    -0.696222 1
  145.776016     4.944358 1
  145.796451     0.620203 1
  145.816885     1.659790 1
  145.837320    -3.476869 1
  145.857754     1.096476 1
  145.878189    -0.525506 1
  145.898623    -0.577657 1
  145.919058    -1.833824 1
  145.939492    -2.450220 1
  145.959926    -4.833846 1
  145.980361     1.375657 1
  146.000795     0.452977 1
  146.021230     0.052809 1
  146.041664    -3.137375 1
  146.062099    -3.888978 1
  146.082533     3.182064 1
  146.102968    -0.381143 1
  146.123402    -0.271564 1
  146.143837     2.322987 1
  146.164271    -0.837221 1
  146.184706    -1.115598 1
  146.205140    -5.707247 1
  146.225574    -0.916088 1
  146.246009     4.262633 1
  146.266443    -6.347798 1
  146.286878     3.935950 1
  146.307312     0.079321 1
  146.348181     1.363531 1
  146.368616     0.892576 1
  146.389050    -0.901015 1
  146.409484    -2.791349 1
  146.429919     6.529728 1
  146.450354    -0.504486 1
  146.470788     3.701346 1
  146.491222    -0.466128 1
  146.511657    -3.571171 1
  146.532091     1.053553 1
  146.552526     1.581665 1
  146.572960     0.754286 1
  146.593395     0.576116 1
  146.613829     1.783577 1
  146.634264    -0.868289 1
  146.654698     9.120441 1
  146.675133    -0.408655 1
  146.695567    -4.421350 1
  146.716002    -2.357147 1
  146.736436     8.106407 1
  146.756870    -5.243662 1
  146.777305     4.253110 1
  146.797739    -2.497699 1
  146.818174     0.333203 1
  146.838608     2.892770 1
  146.859043    -7.531810 1
  146.879477     1.685647 1
  146.899912     2.472491 1
  146.920346    -2.544711 1
  146.940781    -1.442754 1
  146.961215     0.485672 1
  146.981649    -3.355859 1
  147.002084    -0.780939 1
  147.022518     4.010100 1
  147.042953     2.167929 1
  147.063387    -1.812558 1
  147.083822     4.019120 1
  147.104256    -5.511736 1
  147.124691     1.461455 1
  147.145125     1.674601 1
  147.165560     0.412204 1
  147.185994     6.987262 1
  147.206428    -5.677341 1
  147.226863    -1.676982 1
  147.247297     0.050037 1
  147.267732     0.150131 1
  147.288166    -3.626879 1
  147.308601     3.673813 1
  147.329035     2.340661 1
  147.349469     0.213825 1
  147.369904    -4.410012 1
  147.390339    -2.617427 1
  147.410773     5.839777 1
  147.431207    -1.507427 1
  147.451642    -0.018935 1
  147.472076    -0.090561 1
  147.492511    -0.145817 1
  147.512945    -1.084779 1
  147.533380     5.062269 1
  147.553814    -3.549112 1
  147.574249     1.805598 1
  147.594683     0.952544 1
  147.615117     1.429133 1
  147.635552    -2.253699 1
  147.655986     6.440790 1
  147.676421    -4.253066 1
  147.696855    -1.535883 1
  147.717289     4.987492 1
  147.737724    -6.486464 1
  147.758159    -2.735609 1
  147.778593     4.131381 1
  147.799027    -6.287090 1
  147.819462     1.575392 1
  147.839896     0.643074 1
  147.860331    -4.147295 1
  147.880765     4.882480 1
  147.921634     0.951596 1
  147.942069     2.052486 1
  147.962503    -3.627185 1
  147.982937     0.029296 1
  148.003372    -3.468452 1
  148.023806     0.126591 1
  148.044241    -4.599962 1
  148.064675     5.705986 1
  148.085110    -6.238938 1
  148.105544     0.894862 1
  148.125979     1.882230 1
  148.146413    -0.512529 1
  148.166847     3.799553 1
  148.187282    -2.191489 1
  148.207716     1.257248 1
  148.228151     0.208311 1
  148.248585     3.571030 1
  148.269020    -5.191342 1
  148.289454     5.197274 1
  148.309888    -1.012282 1
  148.330323    -4.671696 1
  148.350757    -3.403967 1
  148.371192    -0.801189 1
  148.391626    -0.466369 1
  148.412061     3.408674 1
  148.432495    -2.012972 1
  148.452930    -5.037211 1
  148.473364    -4.796701 1
  148.493798    -0.683213 1
  148.514233     3.299304 1
  148.534667    -5.335579 1
  148.555102     2.093015 1
  148.575536    -1.399294 1
  148.595971    -1.577757 1
  148.616405    -0.196148 1
  148.636840    -1.902100 1
  148.657274     3.768384 1
  148.677708    -2.635759 1
  148.698143     1.171757 1
  148.718577    -0.327096 1
  148.739012    11.058647 1
  148.759446     5.637577 1
  148.779881    -2.410109 1
  148.800315    -4.300538 1
  148.820750     4.384813 1
  148.841184    -7.796511 1
  148.861618     4.236743 1
  148.882053    -1.035945 1
  148.902487     5.881822 1
  148.922922    -3.288529 1
  148.943356    -2.432682 1
  148.963791     0.569654 1
  148.984225     3.806514 1
  149.004659    -1.687350 1
  149.025094    -4.775611 1
  149.045528     0.709941 1
  149.065963     0.269991 1
  149.086397     1.735151 1
  149.106831     1.955175 1
  149.127266    -0.305486 1
  149.147701    -0.700585 1
  149.168135     2.945050 1
  149.188569     1.599350 1
  149.209004    -6.303262 1
  149.229438     6.696179 1
  149.249873     4.394389 1
  149.270307    -1.333158 1
  149.290742     3.752379 1
  149.331610     1.105534 1
  149.352045     0.781004 1
  149.372479    -3.387950 1
  149.392914     3.468927 1
  149.413348     1.340069 1
  149.433783    -2.098012 1
  149.454217    -3.426414 1
  149.474651     2.382986 1
  149.495086    -5.460074 1
  149.515520    -2.695971 1
  149.535955     1.448211 1
  149.556389     1.427495 1
  149.576823     2.713217 1
  149.597258     2.081489 1
  149.617692    -3.409281 1
  149.638127    -1.459497 1
  149.658561     1.585348 1
  149.678996     1.061252 1
  149.699430     5.490245 1
  149.719865    -3.363643 1
  149.740299     0.829376 1
  149.760733    -0.819905 1
  149.781168    -4.510732 1
  149.801602    -1.430597 1
  149.822037     7.913186 1
  149.842471    -1.610435 1
  149.862906     0.210899 1
  149.883340     3.997367 1
  149.903774    -4.653522 1
  149.924209     5.186561 1
  149.944643    -2.672032 1
  149.965078    -1.390838 1
  149.985512     5.079379 1
  150.005947     6.064603 1
  150.026381    -2.634128 1
  150.046815     2.745042 1
  150.067250     3.768401 1
  150.087684    -1.676490 1
  150.108119     0.902868 1
  150.128553    -6.087174 1
  150.148988    -0.504885 1
  150.169422    -2.880050 1
  150.189856    -2.598658 1
  150.210291     0.849332 1
  150.230725     0.141985 1
  150.251160    -6.529024 1
  150.271594     8.704395 1
  150.292029    -9.040230 1
  150.312463    -4.906337 1
  150.332897    -2.985810 1
  150.353332     5.053818 1
  150.373766    -0.655824 1
  150.394201     0.044111 1
  150.414635    -3.951335 1
  150.435069    -0.658949 1
  150.455504     6.221434 1
  150.475938    -2.011192 1
  150.496373     3.896825 1
  150.516807     2.598818 1
  150.537242     2.139507 1
  150.557676    -1.326862 1
  150.578110    -0.740190 1
  150.598545     0.394705 1
  150.618979     0.944553 1
  150.639414    -0.233461 1
  150.659848    -0.244109 1
  150.680282    -0.365217 1
  150.700717     4.517252 1
  150.721151   -10.446827 1
  150.741586     1.858507 1
  150.762020     0.915084 1
  150.782455    -9.293599 1
  150.802889     7.087988 1
  150.823323    -2.648819 1
  150.843758     4.235686 1
  150.864192     5.498856 1
  150.884627    -1.590885 1
  150.905061     1.240620 1
  150.925496    -0.615043 1
  150.945930     1.945113 1
  150.966364     2.846977 1
  150.986799     0.478606 1
  151.007233    -0.560094 1
  151.027668    -0.755978 1
  151.048102     1.325615 1
  151.068536     2.865826 1
  151.088971     0.278014 1
  151.109405     3.602056 1
  151.129840   -10.338859 1
  151.150274     6.839508 1
  151.170708    -0.683570 1
  151.191143    -0.781035 1
  151.211577     1.581726 1
  151.232012    -6.013529 1
  151.252446     5.913234 1
  151.272881     2.930232 1
  151.293315    -4.390798 1
  151.313749    -7.225073 1
  151.334184     5.387810 1
  151.354618    -5.544288 1
  151.375053     6.993675 1
  151.395487     1.378899 1
  151.415921    -5.937781 1
  151.436356     0.973516 1
  151.456790    -5.378903 1
  151.477225     0.076015 1
  151.497659     4.787744 1
  151.518093    -3.765604 1
  151.538528     0.247994 1
  151.558962     2.093294 1
  151.579397     0.148808 1
  151.599831    -0.163220 1
  151.620265    -3.795906 1
  151.640700     2.462696 1
  151.681569     5.924829 1
  151.702003     0.755450 1
  151.722438     0.878821 1
  151.742872     3.972490 1
  151.763306    -1.213059 1
  151.783741    -0.459440 1
  151.804175     3.639509 1
  151.824610    -6.351663 1
  151.845044    -0.497435 1
  151.865478     6.507865 1
  151.885913    -6.175119 1
  151.906347     5.840720 1
  151.926782    -2.985448 1
  151.947216    -4.799172 1
  151.967650     2.852921 1
  151.988085     1.233006 1
  152.008519    -2.870205 1
  152.028954    -2.342062 1
  152.049388    -3.142122 1
  152.069822    -1.520090 1
  152.090257     3.838683 1
  152.110691    -3.579365 1
  152.131126    -1.287474 1
  152.151560     3.337869 1
  152.171995     1.665537 1
  152.192429    -2.915566 1
  152.212863    -3.483081 1
  152.233298    -2.201266 1
  152.253732     1.505378 1
  152.274167     1.570925 1
  152.315035     7.378213 1
  152.335470     1.105531 1
  152.355904    -4.824319 1
  152.376338     1.331847 1
  152.396773    -6.034347 1
  152.417207    -1.474105 1
  152.437642     3.329372 1
  152.458076    -9.670336 1
  152.478511     4.763477 1
  152.498945    -0.099220 1
  152.519379     5.655267 1
  152.539814     1.366219 1
  152.560248    -0.115828 1
  152.580682     0.367688 1
  152.601117     1.909864 1
  152.621551     5.881249 1
  152.641986     0.170432 1
  152.682854    -3.679997 1
  152.703289    -2.279213 1
  152.723723    -1.423603 1
  152.744158     1.927972 1
  152.764592    -3.135813 1
  152.785026     4.403041 1
  152.805461    -9.073106 1
  152.825895     0.059143 1
  152.846330     6.736908 1
  152.866764    -8.497708 1
  152.887198     5.596562 1
